1	0.65674	"gain"	4
1	0.89487	"gain"	6
1	1.32772	"loss"	2
0	2.01203	"gain"	2
1	1.22083	"mixed"	4
1	1.486	"loss"	4
1	1.89369	"mixed"	2
1	0.94242	"loss"	6
1	1.56073	"mixed"	6
0	1.29711	"gain"	2
1	0.89213	"loss"	4
1	0.75797	"mixed"	6
1	1.30512	"gain"	4
0	1.35774	"mixed"	2
1	1.3083	"mixed"	4
0	1.9198	"loss"	2
1	0.8056	"gain"	6
1	0.97706	"loss"	6
1	0.65728	"gain"	6
1	0.81523	"mixed"	2
1	0.84275	"loss"	6
1	0.8965	"gain"	4
1	0.717	"mixed"	6
1	0.69635	"mixed"	4
0	0.87634	"gain"	2
1	1.4305	"loss"	4
1	1.00511	"loss"	2
1	0.6367	"gain"	4
1	1.04721	"mixed"	4
1	0.8535	"gain"	6
1	0.96002	"mixed"	6
1	1.3256	"gain"	2
1	0.83947	"loss"	4
1	0.68459	"loss"	6
1	1.44657	"mixed"	2
1	0.96827	"loss"	2
1	0.8318	"mixed"	6
0	2.33992	"gain"	2
1	0.75828	"gain"	6
1	0.91622	"loss"	6
1	1.45474	"mixed"	4
1	1.956	"loss"	4
1	1.26237	"loss"	2
1	1.2905	"gain"	4
1	1.09938	"mixed"	2
1	0.99885	"mixed"	6
1	0.85279	"loss"	4
1	0.78722	"loss"	6
0	2.1559	"mixed"	2
1	0.95663	"mixed"	4
1	1.30915	"gain"	2
1	0.99003	"loss"	2
1	1.536	"gain"	4
1	0.9083	"gain"	6
1	0.82345	"mixed"	6
1	0.74922	"gain"	2
1	0.76659	"loss"	4
1	0.75964	"loss"	6
1	0.71971	"mixed"	4
1	0.8654	"loss"	2
1	0.58285	"gain"	4
1	0.47942	"gain"	6
1	0.42184	"mixed"	2
0	0.50095	"gain"	2
1	0.61512	"loss"	2
1	0.51774	"loss"	6
1	0.76025	"mixed"	2
1	0.60795	"loss"	4
1	0.76594	"gain"	6
1	0.57727	"gain"	4
1	0.63674	"mixed"	4
1	1.02095	"mixed"	6
1	0.56388	"loss"	6
1	1.048	"gain"	2
1	0.84463	"loss"	4
1	0.86835	"mixed"	6
1	0.81208	"loss"	2
1	0.62361	"gain"	6
1	0.63264	"gain"	4
1	1.79071	"mixed"	2
1	0.99924	"mixed"	4
1	1.27114	"gain"	6
1	1.62905	"mixed"	2
1	1.14647	"loss"	2
1	0.91179	"mixed"	6
1	0.97894	"loss"	6
1	2.08005	"gain"	4
1	0.89154	"gain"	2
1	2.14167	"mixed"	4
1	2.33407	"gain"	2
1	1.06887	"loss"	2
0	3.22349	"mixed"	2
1	1.00009	"mixed"	6
0	1.84666	"gain"	4
1	0.80951	"mixed"	4
1	1.09042	"loss"	4
1	1.20686	"gain"	6
1	1.53835	"gain"	4
1	0.58903	"mixed"	4
1	0.83759	"gain"	6
1	0.70544	"loss"	2
1	0.80834	"mixed"	6
