1	0.83446	"mixed"	4
1	1.26562	"gain"	2
1	1.39172	"loss"	4
1	0.91563	"gain"	4
0	1.14636	"mixed"	6
1	0.78579	"gain"	6
0	1.17081	"loss"	2
1	1.00151	"mixed"	2
1	0.81883	"loss"	6
1	0.54661	"gain"	2
1	0.55519	"gain"	4
1	0.5761	"mixed"	4
1	0.65184	"mixed"	6
1	0.57386	"mixed"	2
1	0.96954	"loss"	2
1	0.5293	"gain"	6
1	0.80774	"loss"	6
1	1.12513	"loss"	4
1	0.9486	"loss"	2
1	0.59514	"loss"	6
0	0.67129	"gain"	6
1	0.8075	"mixed"	2
0	1.17069	"gain"	2
1	0.89393	"gain"	4
1	0.58642	"mixed"	6
1	0.5661	"mixed"	4
1	0.83892	"loss"	4
1	0.57634	"loss"	2
1	0.62855	"loss"	6
1	0.70086	"mixed"	4
1	0.54165	"gain"	6
1	0.54556	"loss"	4
1	0.69424	"gain"	2
1	0.45778	"gain"	4
1	0.58476	"mixed"	6
1	0.5959	"mixed"	2
1	0.84691	"loss"	4
1	0.63689	"loss"	6
0	0.54224	"mixed"	6
1	0.50682	"gain"	6
1	0.93989	"gain"	4
1	0.55336	"gain"	2
0	1.00803	"loss"	2
0	0.85996	"mixed"	4
1	0.99738	"mixed"	2
1	0.89008	"gain"	4
1	1.1481	"mixed"	2
0	1.21376	"loss"	4
1	1.10227	"mixed"	4
1	0.8815	"mixed"	6
1	1.23589	"loss"	6
1	1.49919	"gain"	2
1	1.21414	"loss"	2
1	0.61651	"gain"	6
1	0.98014	"gain"	6
1	1.04637	"mixed"	2
1	0.54921	"mixed"	6
1	0.65106	"loss"	6
1	0.50288	"mixed"	4
1	0.60355	"gain"	2
1	0.57254	"gain"	4
1	0.56808	"loss"	2
0	0.56689	"loss"	4
1	0.78591	"mixed"	2
1	1.15887	"loss"	6
1	1.79167	"mixed"	4
1	0.55297	"loss"	4
1	0.85071	"loss"	2
0	0.85174	"gain"	4
1	1.34576	"mixed"	6
1	0.79887	"gain"	6
1	1.64079	"gain"	2
1	2.31952	"loss"	6
1	1.06033	"loss"	2
1	0.62583	"gain"	2
1	0.99004	"mixed"	2
1	0.82793	"mixed"	6
1	0.60462	"loss"	4
1	0.53163	"mixed"	4
0	0.67088	"gain"	4
1	0.63516	"gain"	6
1	0.88764	"loss"	4
1	0.47766	"gain"	6
1	0.97398	"mixed"	4
1	0.91967	"gain"	4
1	0.61027	"loss"	6
1	0.59372	"gain"	2
1	0.63256	"mixed"	6
1	1.2346	"loss"	2
1	0.69308	"mixed"	2
1	0.93531	"mixed"	6
0	0.77797	"loss"	6
1	0.79023	"mixed"	2
1	0.99959	"loss"	4
