"participant","a","v_mixed_gain","t0","szr","sv","st0","v_mixed_loss","penalty","fit","time","method","n_trials","BIC","model_variant","v","t0_mixed_gain","t0_mixed_loss","a_mixed_gain","a_mixed_loss"
51,1.7357,0.1425,NA,NA,NA,NA,-0.0251,0,121.8202,0.004,"ML",95,266.409784458003,"model6",NA,0.3943,0.3585,NA,NA
52,2.1627,0.1949,NA,NA,NA,NA,0.101,0,152.48,0.005,"ML",90,327.459048351651,"model6",NA,0.7849,0.424,NA,NA
53,1.7387,-0.0628,NA,NA,NA,NA,-0.1889,0,117.5236,0.004,"ML",91,257.601497532584,"model6",NA,0.2856,0.5538,NA,NA
54,1.8337,0.2127,NA,NA,NA,NA,3e-04,0,127.6166,0.005,"ML",94,277.94967391135,"model6",NA,0.6695,0.4162,NA,NA
55,1.3843,-2e-04,NA,NA,NA,NA,0.3961,0,73.004,0.005,"ML",96,168.829740957339,"model6",NA,0.5003,0.51,NA,NA
56,1.1435,-0.1073,NA,NA,NA,NA,-3e-04,0,44.8235,0.005,"ML",94,112.36347391135,"model6",NA,0.3802,0.3157,NA,NA
57,1.371,1e-04,NA,NA,NA,NA,4e-04,0,82.8952,0.005,"ML",96,188.612140957339,"model6",NA,0.3548,0.3669,NA,NA
58,1.7205,-0.0774,NA,NA,NA,NA,0.2213,0,116.0123,0.004,"ML",94,254.74107391135,"model6",NA,0.4503,0.2352,NA,NA
6,1.678,0.109,NA,NA,NA,NA,-0.2361,0,107.936,0.004,"ML",89,238.315181848661,"model6",NA,0.2026,0.2514,NA,NA
61,1.9989,0.0901,NA,NA,NA,NA,0.2221,0,139.4735,0.005,"ML",96,301.768740957339,"model6",NA,0.6123,0.5239,NA,NA
62,1.6498,4e-04,NA,NA,NA,NA,0.0455,0,115.2503,0.005,"ML",96,253.322340957339,"model6",NA,0.4749,0.3239,NA,NA
63,1.7195,0.0603,NA,NA,NA,NA,0.1295,0,115.9191,0.004,"ML",96,254.659940957339,"model6",NA,0.7033,0.4011,NA,NA
64,2.1313,0.054,NA,NA,NA,NA,0.0937,0,144.0258,0.003,"ML",85,310.264856282452,"model6",NA,0.2162,0.5879,NA,NA
65,1.4554,-3e-04,NA,NA,NA,NA,0.2692,0,87.2798,0.005,"ML",96,197.381340957339,"model6",NA,0.5085,0.4713,NA,NA
66,1.804,0.0862,NA,NA,NA,NA,-0.1019,0,129.6027,0.005,"ML",94,281.92187391135,"model6",NA,0.3392,0.4615,NA,NA
67,1.2803,0.2276,NA,NA,NA,NA,-0.0755,0,65.4653,0.005,"ML",96,153.752340957339,"model6",NA,0.385,0.3967,NA,NA
68,2.0678,0.2815,NA,NA,NA,NA,0.2313,0,143.5512,0.004,"ML",90,309.601448351651,"model6",NA,0.3902,0.541,NA,NA
69,1.3965,0.1939,NA,NA,NA,NA,0.0865,0,82.0114,0.004,"ML",94,186.73927391135,"model6",NA,0.2675,0.4687,NA,NA
7,2.0849,-0.147,NA,NA,NA,NA,4e-04,0,129.3316,0.003,"ML",80,280.573333173369,"model6",NA,0.6657,0.6555,NA,NA
70,2.0056,0.0866,NA,NA,NA,NA,-0.1317,0,131.7555,0.003,"ML",83,285.605203038983,"model6",NA,0.4298,0.3277,NA,NA
71,1.4959,0.3878,NA,NA,NA,NA,0.4309,0,85.4276,0.004,"ML",96,193.676940957339,"model6",NA,0.4872,0.465,NA,NA
72,1.5458,-1e-04,NA,NA,NA,NA,0.0716,0,99.1528,0.004,"ML",93,220.968597465766,"model6",NA,0.3045,0.3093,NA,NA
74,1.9514,0.0179,NA,NA,NA,NA,0.0565,0,142.3883,0.004,"ML",95,307.545984458003,"model6",NA,0.588,0.8723,NA,NA
75,1.7044,-0.0753,NA,NA,NA,NA,0.0731,0,118.6702,0.004,"ML",96,260.162140957339,"model6",NA,0.3899,0.5226,NA,NA
76,1.1095,0.0546,NA,NA,NA,NA,-3e-04,0,35.4637,0.004,"ML",96,93.7491409573392,"model6",NA,0.3595,0.2789,NA,NA
77,1.9949,-0.0405,NA,NA,NA,NA,0.0705,0,143.7228,0.004,"ML",91,309.999897532584,"model6",NA,0.2434,0.2152,NA,NA
78,1.1236,0.1977,NA,NA,NA,NA,5e-04,0,37.5182,0.005,"ML",96,97.8581409573392,"model6",NA,0.4362,0.3565,NA,NA
79,1.9101,0.0749,NA,NA,NA,NA,0.2378,0,138.7194,0.004,"ML",95,300.208184458003,"model6",NA,0.6874,0.4565,NA,NA
8,1.8194,5e-04,NA,NA,NA,NA,0.1898,0,126.903,0.005,"ML",96,276.627740957339,"model6",NA,0.5583,0.6732,NA,NA
81,1.9201,0.0477,NA,NA,NA,NA,-4e-04,0,143.6638,0.005,"ML",96,310.149340957339,"model6",NA,0.5862,0.5022,NA,NA
82,1.7389,0.0427,NA,NA,NA,NA,-0.1743,0,120.1666,0.004,"ML",92,262.942142885245,"model6",NA,0.4848,0.3311,NA,NA
83,1.8968,0.4086,NA,NA,NA,NA,0.1407,0,130.9981,0.004,"ML",94,284.71267391135,"model6",NA,0.5058,0.5087,NA,NA
85,1.259,-4e-04,NA,NA,NA,NA,-0.0588,0,61.4581,0.004,"ML",96,145.737940957339,"model6",NA,0.3813,0.4296,NA,NA
86,2.0731,0.0985,NA,NA,NA,NA,0.1323,0,136.0763,0.005,"ML",84,294.306683994217,"model6",NA,0.6102,0.8827,NA,NA
87,1.628,0.4889,NA,NA,NA,NA,0.1726,0,92.5036,0.004,"ML",86,207.278936481268,"model6",NA,0.6947,0.3254,NA,NA
88,2.0213,0.0789,NA,NA,NA,NA,-0.0901,0,129.1815,0.003,"ML",81,280.335245773362,"model6",NA,1.0117,0.5143,NA,NA
89,1.9175,0.1581,NA,NA,NA,NA,1e-04,0,112.6739,0.004,"ML",76,247.001466701432,"model6",NA,1.0278,0.3303,NA,NA
9,1.7477,0.0518,NA,NA,NA,NA,-0.0748,0,117.0014,0.004,"ML",91,256.557097532584,"model6",NA,0.3499,0.3471,NA,NA
90,0.788,0,NA,NA,NA,NA,4e-04,0,-31.9277,0.005,"ML",96,-41.0336590426608,"model6",NA,0.3195,0.3157,NA,NA
91,1.7413,0.0523,NA,NA,NA,NA,0.1379,0,120.1611,0.004,"ML",96,263.143940957339,"model6",NA,0.5726,0.5181,NA,NA
92,2.2294,0.0826,NA,NA,NA,NA,3e-04,0,143.0374,0.003,"ML",83,308.169003038983,"model6",NA,0.7089,0.5089,NA,NA
93,1.1961,0.1558,NA,NA,NA,NA,1e-04,0,53.8582,0.004,"ML",96,130.538140957339,"model6",NA,0.3281,0.3017,NA,NA
94,2.4504,-0.1338,NA,NA,NA,NA,0.16,0,131.7299,0.003,"ML",70,284.702276210247,"model6",NA,0.4775,0.7561,NA,NA
95,1.4883,0.1235,NA,NA,NA,NA,0.1424,0,94.9366,0.005,"ML",96,212.694940957339,"model6",NA,0.2424,0.4776,NA,NA
96,1.5825,-0.0661,NA,NA,NA,NA,0.0223,0,103.536,0.004,"ML",95,229.841384458003,"model6",NA,0.571,0.4439,NA,NA
97,1.6268,0.2772,NA,NA,NA,NA,0.1813,0,107.5822,0.005,"ML",94,237.88087391135,"model6",NA,0.6728,0.6014,NA,NA
98,2.2348,0.1045,NA,NA,NA,NA,-0.0586,0,101.0633,0.003,"ML",59,222.514287219529,"model6",NA,1.4439,1.4088,NA,NA
99,1.6383,0.125,NA,NA,NA,NA,0.2746,0,105.894,0.005,"ML",96,234.609740957339,"model6",NA,0.6417,0.5998,NA,NA
1,NA,0.3493,0.2675,4e-04,1.0492,0.0515,0.196,0,47.5017,1.502,"ML",95,131.434415132804,"model7",NA,NA,NA,1.6206,1.0163
10,NA,-0.0554,0.6726,1,0.4259,0.0982,-0.0039,0,86.1142,16.374,"ML",86,207.863178370028,"model7",NA,NA,NA,1.8293,1.7447
100,NA,0.1169,0.4861,0.8941,0.0886,0.5584,0.0143,0,145.9034,57.453,"ML",92,327.981108616392,"model7",NA,NA,NA,1.9007,2.0414
101,NA,0.2649,0.7846,6e-04,0.6691,0.457,0.0203,0,128.551,5.561,"ML",95,293.533015132804,"model7",NA,NA,NA,1.7617,1.7675
102,NA,-0.1306,1.2028,0.0011,2e-04,1.0361,0.0281,0,123.2005,8.683,"ML",77,281.151443374829,"model7",NA,NA,NA,1.7517,1.677
103,NA,0.0058,0.393,3e-04,1.0389,0.2105,0.0447,0,118.2897,2.942,"ML",96,273.094185531743,"model7",NA,NA,NA,2.1689,1.6334
104,NA,-0.022,0.4352,0.8168,2e-04,0.1118,0.0595,0,133.2767,7.392,"ML",89,302.462490957857,"model7",NA,NA,NA,1.8701,2.2178
105,NA,0.2674,0.374,8e-04,0.3117,3e-04,0.0327,0,142.3755,2.885,"ML",84,320.197534390746,"model7",NA,NA,NA,2.3396,2.1004
11,NA,-0.0305,0.388,1e-04,0.5871,0.2172,0.0144,0,109.8368,3.025,"ML",96,256.188385531743,"model7",NA,NA,NA,1.5534,1.7746
12,NA,0.1897,0.4565,0.784,8e-04,0.1671,0.3749,0,26.6203,23.311,"ML",96,89.7553855317427,"model7",NA,NA,NA,0.9047,1.1116
13,NA,2.6974,0.3439,5e-04,7.4219,0.0594,-0.4765,0,29.8579,1.719,"ML",96,96.2305855317427,"model7",NA,NA,NA,2.8305,1.7189
14,NA,0.3211,0.4789,2e-04,2.0438,0.2677,-0.1066,0,47.3884,4.601,"ML",96,131.291585531743,"model7",NA,NA,NA,1.1735,1.191
15,NA,0.4436,0.5058,0,1.1413,0.2952,0.6779,0,69.1192,3.899,"ML",96,174.753185531743,"model7",NA,NA,NA,1.4744,1.2182
17,NA,0.4425,0.4589,3e-04,0.4699,0.4306,0.1345,0,114.5356,3.402,"ML",96,265.585985531743,"model7",NA,NA,NA,1.874,1.4214
18,NA,0.2397,0.8916,2e-04,0.1343,1.1346,0.3089,0,149.0069,7.026,"ML",95,334.444815132804,"model7",NA,NA,NA,2.0767,1.3588
19,NA,0.2282,0.4232,0.3846,1.2967,0.2318,0.3323,0,77.9706,8.577,"ML",96,192.455985531743,"model7",NA,NA,NA,1.3448,1.5873
2,NA,0.031,0.3495,0.7356,0.4148,0,0.0768,0,134.1148,2.562,"ML",95,304.660615132804,"model7",NA,NA,NA,2.0911,1.8556
20,NA,0.0535,1.2089,1,5e-04,0.9894,-0.0428,0,143.9968,120.526,"ML",91,324.080476052135,"model7",NA,NA,NA,1.8151,1.7279
21,NA,0.1078,0.6443,3e-04,0.2317,0.5431,0.0714,0,151.4708,5.834,"ML",94,339.28795825816,"model7",NA,NA,NA,2.1673,1.7871
22,NA,0.19,0.4081,1e-04,5e-04,0.1698,-0.0897,0,84.8293,4.324,"ML",93,205.919395945226,"model7",NA,NA,NA,1.442,1.3741
23,NA,0.3096,0.6364,1e-04,5.6622,0.6527,-0.6715,0,112.3386,17.138,"ML",94,261.02355825816,"model7",NA,NA,NA,3.2918,1.9561
24,NA,-0.0556,0.4816,0.5879,0.4,0.2864,0.1038,0,113.5216,16.705,"ML",94,263.38955825816,"model7",NA,NA,NA,1.5586,1.7486
25,NA,1.081,0.3349,0,7.2815,0.1297,1.006,0,71.0815,3.456,"ML",95,178.594015132804,"model7",NA,NA,NA,5.3598,1.9477
26,NA,0.1076,0.2951,0,0.0782,1e-04,0.1416,0,151.4203,0.97,"ML",94,339.18695825816,"model7",NA,NA,NA,1.8089,2.3185
27,NA,0.1191,0.6757,0.984,0.6796,0.7371,0.6481,0,86.6552,16.535,"ML",96,209.825185531743,"model7",NA,NA,NA,1.4032,0.8815
28,NA,-0.0136,0.3497,0.2205,9e-04,0.0621,0.3677,0,34.8354,1.771,"ML",96,106.185585531743,"model7",NA,NA,NA,0.6938,1.7674
29,NA,0.3626,0.7938,3e-04,7e-04,0.5566,0.1665,0,142.5757,5.293,"ML",91,321.238276052135,"model7",NA,NA,NA,2.1089,1.8093
3,NA,0.0208,0.5374,3e-04,0.0649,0.3644,-0.0462,0,147.5874,6.551,"ML",91,331.261676052135,"model7",NA,NA,NA,2.1013,1.9085
30,NA,-0.0267,0.348,1e-04,1.3254,0.2434,0.0381,0,60.1422,3.711,"ML",96,156.799185531743,"model7",NA,NA,NA,1.0687,1.4847
31,NA,0.1176,0.3629,0.8235,0,0.1075,0.139,0,12.3041,10.759,"ML",96,61.1229855317427,"model7",NA,NA,NA,1.4278,0.6278
32,NA,-0.011,0.6492,3e-04,0.8454,0.6067,0.0017,0,51.256,8.183,"ML",96,139.026785531743,"model7",NA,NA,NA,0.755,1.1014
33,NA,0.233,0.8808,1e-04,0.0503,1.0381,0.109,0,121.1742,9.942,"ML",92,278.522708616392,"model7",NA,NA,NA,1.121,1.6277
34,NA,0.0668,1.5101,0.9461,0.0671,1.7937,0.477,0,134.0487,79.577,"ML",96,304.612185531743,"model7",NA,NA,NA,1.1256,0.3881
35,NA,0.0341,1.6063,1e-04,0.3744,1.6274,0.2061,0,141.5338,13.789,"ML",93,319.328395945226,"model7",NA,NA,NA,1.7351,1.2116
36,NA,0.2435,1.0456,3e-04,0.3653,1.3365,0.2394,0,131.6361,44.704,"ML",96,299.786985531743,"model7",NA,NA,NA,1.4857,1.0786
38,NA,0.3491,0.4691,2e-04,6e-04,0.315,0.1251,0,92.1537,4.99,"ML",96,220.822185531743,"model7",NA,NA,NA,1.5447,1.2807
39,NA,1.7939,0.3556,0,7.9423,0.1287,0.3032,0,64.3528,3.27,"ML",96,165.220385531743,"model7",NA,NA,NA,5.4585,1.8871
40,NA,-0.5221,0.2905,0,9.258,0.0731,-0.1672,0,81.7593,1.524,"ML",96,200.033385531743,"model7",NA,NA,NA,2.1125,9.9836
41,NA,0.1813,0.6319,0.8314,0.5094,0.0254,0.1011,0,130.7022,4.929,"ML",93,297.665195945226,"model7",NA,NA,NA,2.1922,1.9755
42,NA,0.0567,0.4731,4e-04,0.9285,0.2577,-0.0426,0,96.527,4.306,"ML",92,229.228308616392,"model7",NA,NA,NA,1.4917,1.7774
44,NA,0.5571,0.2584,0,3.3154,0,-0.0437,0,68.3404,1.038,"ML",96,173.195585531743,"model7",NA,NA,NA,2.9591,1.4581
45,NA,0.2039,0.3704,0.8571,0.8605,0.1328,0.1164,0,63.8072,12.123,"ML",96,164.129185531743,"model7",NA,NA,NA,1.2429,1.4412
46,NA,-0.0105,0.9142,1,0.7307,1.0318,0.0652,0,121.115,64.134,"ML",96,278.744785531743,"model7",NA,NA,NA,1.5392,1.2019
47,NA,0.1988,0.5497,0.6439,7e-04,0.3824,0.4396,0,136.0709,17.578,"ML",93,308.402595945226,"model7",NA,NA,NA,1.9907,1.8801
48,NA,-0.1125,0.5794,0.4803,7e-04,0,0.173,0,115.7241,3.098,"ML",94,267.79455825816,"model7",NA,NA,NA,1.8041,1.632
49,NA,0.3161,0.4056,0.5133,4e-04,0,0.2031,0,72.0971,1.578,"ML",96,180.708985531743,"model7",NA,NA,NA,1.4492,1.2889
5,NA,-0.0092,0.4788,0.4053,1.3369,1e-04,-0.0523,0,94.895,2.49,"ML",94,226.13635825816,"model7",NA,NA,NA,2.0994,1.4482
50,NA,0.8104,0.6238,1e-04,5.2413,0.5296,-0.3891,0,92.3413,10.251,"ML",95,221.113615132804,"model7",NA,NA,NA,2.3921,1.5287
51,NA,0.1878,0.4954,0.6106,0.5602,0.1,0.0239,0,121.9119,3.195,"ML",95,280.254815132804,"model7",NA,NA,NA,1.8941,1.7875
52,NA,0.5812,1.5526,0,1.6888,2.1865,0.2961,0,148.9715,30.658,"ML",90,333.941477362642,"model7",NA,NA,NA,1.4162,0.9494
53,NA,-0.1307,0.3389,0.0011,0.6432,0,-0.2215,0,117.3366,0.808,"ML",91,270.760076052135,"model7",NA,NA,NA,1.4921,2.4554
54,NA,0.2457,0.5746,2e-04,0.4309,0.3849,-0.0085,0,128.9192,3.66,"ML",94,294.18475825816,"model7",NA,NA,NA,2.1914,1.4971
55,NA,-0.0519,0.7435,0.9633,0.2357,0.4666,0.6079,0,65.556,14.586,"ML",96,167.626785531743,"model7",NA,NA,NA,0.9452,1.2209
56,NA,0.0339,0.3445,0,3.823,0.0053,-0.4386,0,27.0166,0.864,"ML",94,90.37955825816,"model7",NA,NA,NA,2.1843,1.0638
57,NA,0.0239,0.4201,0.7816,1e-04,0,0.0041,0,78.5096,3.017,"ML",96,193.533985531743,"model7",NA,NA,NA,1.372,1.5602
58,NA,-0.0471,0.3314,8e-04,0.6277,0.2939,0.2627,0,123.1736,2.784,"ML",94,282.69355825816,"model7",NA,NA,NA,2.0348,1.6223
6,NA,0.2638,0.2928,0.6633,0.9959,0.0979,-0.3236,0,108.501,5.395,"ML",89,252.911090957857,"model7",NA,NA,NA,1.8111,1.9574
61,NA,0.1352,0.8345,0.3041,0.7604,0.4547,0.247,0,124.1658,10.102,"ML",96,284.846385531743,"model7",NA,NA,NA,1.7834,1.7417
62,NA,0.0273,0.3377,4e-04,1.1621,0,0.1242,0,121.3713,1.655,"ML",96,279.257385531743,"model7",NA,NA,NA,2.1627,1.7929
63,NA,0.0553,0.68,4e-04,0.0016,0.6073,0.1647,0,116.2371,9.135,"ML",96,268.988985531743,"model7",NA,NA,NA,1.5834,1.4809
64,NA,0.053,0.3606,6e-04,0.4221,0.3021,0.1272,0,141.2696,4.19,"ML",85,318.080410051923,"model7",NA,NA,NA,1.7042,2.8633
65,NA,0.0974,0.6826,0.9546,0.264,0.3406,0.4041,0,79.0394,14.616,"ML",96,194.593585531743,"model7",NA,NA,NA,1.0307,1.6904
66,NA,0.0986,0.406,0.436,0.1762,0,-0.1074,0,133.2072,2.794,"ML",94,302.76075825816,"model7",NA,NA,NA,1.8442,1.9237
67,NA,0.3911,0.4863,0.9073,0,0.129,-0.2144,0,62.461,12.334,"ML",96,161.436785531743,"model7",NA,NA,NA,1.4348,1.2164
68,NA,0.545,0.4177,4e-04,0.9444,0.1423,0.2005,0,146.158,1.725,"ML",90,328.314477362642,"model7",NA,NA,NA,2.3298,2.4484
69,NA,2.6084,0.3718,0.0011,12.7878,0.0822,0.6194,0,65.6315,2.629,"ML",94,167.60935825816,"model7",NA,NA,NA,2.025,10
7,NA,-0.2923,1.0379,0.9998,0.0746,0.6049,-0.0315,0,124.9719,23.651,"ML",80,285.000013077391,"model7",NA,NA,NA,2.0126,2.0137
70,NA,0.1134,0.4754,0.649,0.0011,0.1411,-0.1763,0,130.3173,8.349,"ML",83,295.985324862373,"model7",NA,NA,NA,2.3049,1.8453
71,NA,0.5978,0.5912,0.7396,0,0.2059,0.596,0,83.4299,11.202,"ML",96,203.374585531743,"model7",NA,NA,NA,1.545,1.3981
72,NA,-0.1409,0.3631,0.7214,1.6038,0,0.1391,0,95.9776,1.931,"ML",93,228.215995945226,"model7",NA,NA,NA,1.6473,2.1052
74,NA,0.0399,1.1268,0.79,0.4087,0.9902,0.0975,0,138.7024,40.691,"ML",95,313.835815132804,"model7",NA,NA,NA,1.7978,1.5172
75,NA,-0.0633,0.5022,2e-04,0.2564,0.2002,0.0884,0,106.5879,3.212,"ML",96,249.690585531743,"model7",NA,NA,NA,1.1938,2.0441
76,NA,0.0172,0.3672,0.4224,0.9174,0.1087,0.1134,0,13.4024,6.85,"ML",96,63.3195855317427,"model7",NA,NA,NA,1.3985,0.6521
77,NA,-0.0436,0.3047,0.5745,0.0022,1e-04,0.0956,0,143.0591,2.004,"ML",91,322.205076052135,"model7",NA,NA,NA,2.1354,1.9512
78,NA,1.2644,0.5225,1,28.6925,0.2933,0.2112,0,24.7076,46.773,"ML",96,85.9299855317427,"model7",NA,NA,NA,5.5098,1.9706
79,NA,0.0697,0.5744,0,0.1752,0.368,0.2666,0,144.3807,12.142,"ML",95,325.192415132804,"model7",NA,NA,NA,1.9938,1.8679
8,NA,-1e-04,0.7903,2e-04,6e-04,0.5072,0.2257,0,117.1833,6.013,"ML",96,270.881385531743,"model7",NA,NA,NA,1.22,1.9079
81,NA,0.0541,0.5769,0.4826,0.3643,1e-04,0.0209,0,145.1546,2.779,"ML",96,326.823985531743,"model7",NA,NA,NA,2.0084,2.0165
82,NA,0.237,0.3893,7e-04,1.3712,0.1767,-0.4085,0,119.6495,2.293,"ML",92,275.473308616392,"model7",NA,NA,NA,2.377,1.7355
83,NA,0.4555,0.6308,0.548,0.2061,0.2722,0.179,0,129.6789,13.582,"ML",94,295.70415825816,"model7",NA,NA,NA,1.6978,2.0099
85,NA,0.2234,0.4186,2e-04,3.9504,0.103,-0.4179,0,57.7126,1.449,"ML",96,151.939985531743,"model7",NA,NA,NA,1.4619,2.1325
86,NA,0.1126,0.964,3e-04,0.1616,0.8865,0.1524,0,136.2977,7.093,"ML",84,308.041934390747,"model7",NA,NA,NA,1.5329,2.2166
87,NA,0.5557,0.431,9e-04,0.0021,0.1616,0.1562,0,86.1517,2.551,"ML",86,207.938178370028,"model7",NA,NA,NA,2.4058,1.1224
88,NA,0.0943,0.6151,4e-04,0.5736,0.3205,-0.0853,0,138.0863,2.509,"ML",81,311.328193237379,"model7",NA,NA,NA,2.7858,1.9356
89,NA,0.2273,0.3775,0,0.6721,4e-04,-0.0056,0,121.8523,0.669,"ML",76,278.350466722291,"model7",NA,NA,NA,3.394,1.7632
9,NA,0.0562,0.4059,0.4308,2e-04,0.1281,-0.0933,0,116.8041,10.801,"ML",91,269.695076052135,"model7",NA,NA,NA,1.6926,1.7711
90,NA,-0.2313,0.3664,0.9988,0.4523,0.088,-0.0612,0,-43.6853,6.695,"ML",96,-50.8558144682573,"model7",NA,NA,NA,0.8966,0.582
91,NA,0.1593,0.6363,2e-04,1.1815,0.3797,0.2739,0,118.7666,7.906,"ML",96,274.047985531743,"model7",NA,NA,NA,1.7823,1.8057
92,NA,0.0967,0.971,0.4495,0.2665,0.9315,-0.0028,0,135.9009,29.635,"ML",83,307.152524862373,"model7",NA,NA,NA,1.7696,2.0075
93,NA,0.3857,0.3941,0.8663,0.8195,0.0683,0.077,0,38.224,9.281,"ML",96,112.962785531743,"model7",NA,NA,NA,1.5829,0.9676
94,NA,-3.0978,1.9891,0.5573,1.2765,2.7526,0.5858,0,117.4937,114.13,"ML",70,268.975361936395,"model7",NA,NA,NA,0.1232,0.8595
95,NA,0.1088,0.3579,0.0012,0.6369,0.0867,0.2234,0,57.5866,0.978,"ML",96,151.687985531743,"model7",NA,NA,NA,0.7391,2.2041
96,NA,-0.0872,0.7227,0.9698,0.4664,0.4342,-0.0266,0,101.1927,48.258,"ML",95,238.816415132804,"model7",NA,NA,NA,1.3751,1.7373
97,NA,0.3373,0.6755,0.5637,0.0012,2e-04,0.2405,0,106.389,1.993,"ML",94,249.12435825816,"model7",NA,NA,NA,1.8658,1.5034
98,NA,0.4166,2.4344,0.8558,0.3027,1.7862,-0.1097,0,78.7508,27.694,"ML",59,190.121899551246,"model7",NA,NA,NA,0.7097,0.7465
99,NA,0.4558,0.9348,0.9724,1e-04,0.5427,0.2347,0,94.9719,37.303,"ML",96,226.458585531743,"model7",NA,NA,NA,1.2648,1.5638
1,NA,0.3161,0.2711,NA,NA,0.0568,0.1263,0,47.7447,0.143,"ML",95,122.812661349603,"model8",NA,NA,NA,1.481,0.9724
10,NA,4e-04,0.5521,NA,NA,1e-04,2e-04,0,94.7558,0.083,"ML",86,216.237683777521,"model8",NA,NA,NA,1.6305,1.4496
100,NA,0.0947,0.3015,NA,NA,0.5457,0,0,146.9472,0.475,"ML",92,321.025131462294,"model8",NA,NA,NA,1.845,1.9467
101,NA,0.1885,0.791,NA,NA,0.4534,1e-04,0,128.6619,0.52,"ML",95,284.647061349603,"model8",NA,NA,NA,1.6671,1.6868
102,NA,-0.1307,1.2025,NA,NA,1.0353,0.0283,0,123.2005,0.837,"ML",77,272.463832531122,"model8",NA,NA,NA,1.7518,1.6772
103,NA,0.001,0.4019,NA,NA,0.2101,0.0521,0,118.7454,0.297,"ML",96,264.876889148807,"model8",NA,NA,NA,1.8768,1.5091
104,NA,0,0.3003,NA,NA,1e-04,0.0618,0,135.556,0.076,"ML",89,298.043818218393,"model8",NA,NA,NA,1.8166,2.0249
105,NA,0.2435,0.378,NA,NA,0.0012,0.0225,0,142.4411,0.092,"ML",84,311.46710079306,"model8",NA,NA,NA,2.287,2.0644
11,NA,2e-04,0.3933,NA,NA,0.222,-2e-04,0,109.9082,0.293,"ML",96,247.202489148807,"model8",NA,NA,NA,1.5033,1.6997
12,NA,0.092,0.4112,NA,NA,0.147,0.2318,0,27.2807,0.192,"ML",96,81.947489148807,"model8",NA,NA,NA,0.9141,1.0733
13,NA,0.7169,0.338,NA,NA,0.044,0.0729,0,34.2832,0.11,"ML",96,95.952489148807,"model8",NA,NA,NA,1.1915,1.0479
14,NA,0.0791,0.4778,NA,NA,0.2562,3e-04,0,47.4838,0.29,"ML",96,122.353689148807,"model8",NA,NA,NA,1.0405,1.0507
15,NA,0.3251,0.5089,NA,NA,0.2941,0.5071,0,69.3563,0.32,"ML",96,166.098689148807,"model8",NA,NA,NA,1.3521,1.1459
17,NA,0.4055,0.4599,NA,NA,0.426,0.1155,0,114.5892,0.484,"ML",96,256.564489148807,"model8",NA,NA,NA,1.8169,1.3973
18,NA,0.2369,0.8917,NA,NA,1.1342,0.3079,0,149.008,1.497,"ML",95,325.339261349603,"model8",NA,NA,NA,2.07,1.3569
19,NA,0.1399,0.4073,NA,NA,0.2228,0.1718,0,78.2967,0.269,"ML",96,183.979489148807,"model8",NA,NA,NA,1.24,1.4229
2,NA,-1e-04,0.2537,NA,NA,2e-04,0.025,0,135.9823,0.099,"ML",95,299.287861349603,"model8",NA,NA,NA,1.9318,1.7578
20,NA,0.1228,1.0424,NA,NA,1.0235,0.0521,0,146.1166,1.063,"ML",91,319.298357039101,"model8",NA,NA,NA,1.7268,1.7508
21,NA,0.1044,0.6468,NA,NA,0.5449,0.0701,0,151.4853,0.607,"ML",94,330.23036869362,"model8",NA,NA,NA,2.1426,1.7726
22,NA,0.1896,0.4081,NA,NA,0.1697,-0.0895,0,84.8293,0.262,"ML",93,196.85419695892,"model8",NA,NA,NA,1.442,1.374
23,NA,0.0748,0.4625,NA,NA,0.3363,0.0278,0,115.1649,0.391,"ML",94,257.58956869362,"model8",NA,NA,NA,1.786,1.467
24,NA,-0.0279,0.423,NA,NA,0.2887,0.0755,0,113.6523,0.321,"ML",94,254.56436869362,"model8",NA,NA,NA,1.5251,1.6887
25,NA,0.2169,0.3147,NA,NA,0.096,0.0652,0,74.288,0.158,"ML",95,175.899261349603,"model8",NA,NA,NA,1.5874,1.1792
26,NA,0.1068,0.2953,NA,NA,0.001,0.1419,0,151.4205,0.064,"ML",94,330.10076869362,"model8",NA,NA,NA,1.8071,2.316
27,NA,0.1862,0.5915,NA,NA,0.6849,0.4629,0,88.7095,0.644,"ML",96,204.805089148807,"model8",NA,NA,NA,1.3323,0.915
28,NA,3e-04,0.3473,NA,NA,0.0618,0.352,0,34.8769,0.112,"ML",96,97.139889148807,"model8",NA,NA,NA,0.6956,1.7448
29,NA,0.3625,0.7939,NA,NA,0.5567,0.1659,0,142.5757,0.551,"ML",91,312.216557039101,"model8",NA,NA,NA,2.1084,1.8093
3,NA,0.0209,0.5375,NA,NA,0.3643,-0.047,0,147.5874,0.362,"ML",91,322.239957039101,"model8",NA,NA,NA,2.0995,1.907
30,NA,-1e-04,0.3947,NA,NA,0.3406,0.0697,0,60.3827,0.409,"ML",96,148.151489148807,"model8",NA,NA,NA,0.9418,1.2377
31,NA,0.1239,0.3202,NA,NA,0.0827,1e-04,0,16.2062,0.136,"ML",96,59.798489148807,"model8",NA,NA,NA,1.2583,0.6891
32,NA,0,0.651,NA,NA,0.6093,-2e-04,0,51.3275,0.646,"ML",96,130.041089148807,"model8",NA,NA,NA,0.7399,1.0603
33,NA,0.2324,0.8808,NA,NA,1.0382,0.1089,0,121.1743,1.203,"ML",92,269.479331462294,"model8",NA,NA,NA,1.1208,1.6269
