1	1.1717	"loss"	2
1	1.04298	"loss"	4
1	1.13345	"loss"	6
1	0.56922	"loss"	4
0	1.24203	"loss"	2
1	1.03219	"loss"	6
0	0.94366	"loss"	4
1	1.06328	"loss"	2
1	1.04323	"loss"	6
1	0.92673	"loss"	6
0	1.03259	"loss"	4
0	0.96373	"loss"	2
1	0.9375	"loss"	4
1	0.95321	"loss"	2
1	0.99129	"loss"	6
1	0.9246	"loss"	2
0	1.01464	"loss"	4
1	0.95617	"loss"	6
1	1.0244	"loss"	2
1	1.15208	"loss"	4
1	0.86982	"loss"	6
1	1.08731	"loss"	6
1	1.14103	"loss"	4
1	1.18847	"loss"	2
1	1.04016	"loss"	4
1	0.67686	"loss"	6
1	1.23227	"loss"	2
1	1.41192	"loss"	6
1	0.80855	"loss"	4
1	0.60136	"loss"	2
1	0.77714	"loss"	4
0	0.84511	"loss"	6
1	0.90832	"loss"	4
1	0.99546	"loss"	6
0	0.82003	"loss"	2
1	0.78138	"loss"	6
1	1.13593	"loss"	2
1	0.92343	"loss"	4
1	0.89506	"loss"	6
1	1.07231	"loss"	2
1	1.1962	"loss"	4
1	0.86239	"loss"	2
1	0.74848	"loss"	4
1	0.89469	"loss"	6
1	0.91356	"gain"	4
1	0.79995	"gain"	6
0	0.84173	"gain"	2
1	0.53797	"gain"	2
1	0.52977	"gain"	6
0	0.80555	"gain"	4
1	0.64647	"gain"	4
1	0.62668	"gain"	6
0	1.07277	"gain"	2
1	1.03832	"gain"	4
1	0.56008	"gain"	6
1	0.58063	"gain"	2
1	0.78147	"gain"	6
1	1.09815	"gain"	2
1	1.08889	"gain"	4
1	0.91233	"gain"	6
1	1.10955	"gain"	4
1	0.75407	"gain"	2
0	0.91191	"gain"	4
1	0.88909	"gain"	2
1	0.64793	"gain"	6
1	0.70594	"gain"	4
1	0.83332	"gain"	6
1	0.60052	"gain"	2
1	0.55097	"gain"	4
1	0.65227	"gain"	6
1	0.78124	"gain"	2
1	0.68298	"gain"	4
1	0.75527	"gain"	6
0	1.09028	"gain"	2
1	0.75003	"gain"	6
1	0.69775	"gain"	2
1	0.64068	"gain"	4
1	0.88838	"gain"	2
1	0.94537	"gain"	4
1	1.51444	"gain"	6
1	0.98841	"gain"	4
0	1.03666	"gain"	6
1	0.87547	"gain"	2
1	1.32859	"gain"	2
1	0.77972	"gain"	6
1	1.40956	"gain"	4
1	0.92829	"gain"	6
0	0.93416	"gain"	2
1	0.87053	"gain"	4
1	1.19924	"mixed"	4
1	1.03154	"mixed"	2
0	0.87987	"mixed"	6
1	0.55896	"mixed"	4
1	0.60203	"mixed"	6
1	0.78032	"mixed"	2
1	0.51638	"mixed"	4
0	0.9382	"mixed"	2
1	0.52502	"mixed"	6
0	0.6003	"mixed"	6
1	0.83638	"mixed"	4
1	0.80962	"mixed"	2
1	1.14612	"mixed"	4
1	0.8818	"mixed"	6
1	1.11731	"mixed"	2
1	1.29259	"mixed"	2
1	1.43662	"mixed"	4
1	0.65166	"mixed"	6
1	0.68137	"mixed"	2
1	0.88445	"mixed"	6
1	0.60793	"mixed"	4
0	0.6943	"mixed"	2
1	0.62792	"mixed"	6
1	0.91969	"mixed"	4
0	0.9476	"mixed"	2
1	0.62784	"mixed"	4
1	0.97508	"mixed"	6
1	1.12063	"mixed"	4
0	0.57177	"mixed"	6
1	1.20198	"mixed"	2
1	0.94238	"mixed"	6
1	1.01471	"mixed"	2
1	0.90254	"mixed"	4
1	0.83053	"mixed"	6
1	1.47924	"mixed"	4
0	1.30514	"mixed"	2
0	1.33789	"mixed"	4
1	0.73652	"mixed"	6
1	0.6147	"mixed"	2
0	1.28	"mixed"	4
1	1.31473	"mixed"	2
1	0.94333	"mixed"	6
1	0.7566	"mixed"	6
0	1.69564	"mixed"	4
1	1.08648	"mixed"	2
1	0.99048	"loss"	4
1	1.22141	"loss"	2
1	2.01639	"loss"	6
1	0.98378	"loss"	4
1	0.62719	"loss"	6
0	1.01395	"loss"	2
0	1.45556	"loss"	2
1	0.97191	"loss"	6
1	0.85206	"loss"	4
1	0.85951	"loss"	4
1	0.85217	"loss"	6
0	2.04077	"loss"	2
1	1.66333	"loss"	6
1	1.1447	"loss"	2
1	1.06358	"loss"	4
1	0.69947	"loss"	6
1	0.8919	"loss"	4
1	1.78861	"loss"	2
1	1.04488	"loss"	4
1	1.18792	"loss"	2
1	1.32716	"loss"	6
1	1.01993	"loss"	2
1	0.84217	"loss"	6
1	1.07186	"loss"	4
1	0.68905	"loss"	6
1	1.18783	"loss"	2
1	1.34318	"loss"	4
1	1.09471	"loss"	4
1	1.21031	"loss"	2
1	0.96092	"loss"	6
1	1.38996	"loss"	4
1	1.26219	"loss"	2
1	0.75503	"loss"	6
1	0.73769	"loss"	2
1	0.75528	"loss"	4
1	0.69154	"loss"	6
1	0.96219	"loss"	4
1	0.71875	"loss"	2
1	0.60749	"loss"	6
1	1.07708	"loss"	2
1	1.60499	"loss"	6
1	1.04209	"loss"	4
1	0.90355	"loss"	4
1	1.17365	"loss"	2
1	1.05195	"loss"	6
1	1.31631	"gain"	2
1	0.76416	"gain"	6
1	1.03455	"gain"	4
1	0.57559	"gain"	4
1	0.60152	"gain"	2
1	0.61187	"gain"	6
1	0.62482	"gain"	6
0	1.01807	"gain"	2
1	0.78892	"gain"	4
1	0.82781	"gain"	4
1	0.96213	"gain"	2
1	0.67855	"gain"	6
1	0.82803	"gain"	4
1	0.66494	"gain"	2
1	0.74315	"gain"	6
1	0.57575	"gain"	6
1	0.85928	"gain"	4
0	1.16823	"gain"	2
1	0.54339	"gain"	4
1	0.69255	"gain"	2
1	0.58726	"gain"	6
1	0.5225	"gain"	4
1	0.56761	"gain"	2
1	0.62799	"gain"	6
0	0.93061	"gain"	4
0	0.84903	"gain"	6
1	0.77631	"gain"	2
1	0.59781	"gain"	2
1	0.70957	"gain"	4
1	0.52305	"gain"	6
1	1.0726	"gain"	2
1	0.57502	"gain"	4
1	0.99711	"gain"	6
1	0.62055	"gain"	4
1	1.85853	"gain"	2
1	0.78565	"gain"	6
1	1.01548	"gain"	2
1	1.17317	"gain"	4
1	0.54681	"gain"	6
1	0.89548	"gain"	6
1	1.07539	"gain"	4
1	1.09487	"gain"	2
1	0.74326	"gain"	6
1	0.62423	"gain"	4
1	0.98392	"gain"	2
1	0.99798	"mixed"	2
1	0.75323	"mixed"	4
1	1.46434	"mixed"	6
1	0.54584	"mixed"	4
1	0.80615	"mixed"	6
0	0.98874	"mixed"	2
1	0.62099	"mixed"	4
1	0.9215	"mixed"	6
1	1.73232	"mixed"	2
1	0.84267	"mixed"	4
1	1.12387	"mixed"	2
1	0.62066	"mixed"	6
1	0.58903	"mixed"	6
1	1.5927	"mixed"	2
1	0.89974	"mixed"	4
1	0.75696	"mixed"	2
1	1.74802	"mixed"	4
1	1.02305	"mixed"	6
1	0.58815	"mixed"	6
1	0.50355	"mixed"	4
0	0.64562	"mixed"	2
1	0.50411	"mixed"	6
1	1.26281	"mixed"	2
1	0.65383	"mixed"	4
1	0.79167	"mixed"	4
1	0.70929	"mixed"	6
0	1.14564	"mixed"	2
1	0.49728	"mixed"	4
1	0.61024	"mixed"	6
1	0.4745	"mixed"	2
0	0.48571	"mixed"	4
1	1.02965	"mixed"	2
1	0.64996	"mixed"	6
1	0.85469	"mixed"	2
1	1.0038	"mixed"	6
1	1.98334	"mixed"	4
1	1.39436	"mixed"	2
1	0.67944	"mixed"	6
1	1.82008	"mixed"	4
1	0.64509	"mixed"	2
1	0.59427	"mixed"	4
1	0.91824	"mixed"	6
1	1.36338	"mixed"	4
1	0.75169	"mixed"	2
1	0.82232	"mixed"	6
