0	0.90813	"gain"	2
1	1.11109	"gain"	4
1	0.92829	"gain"	6
1	0.78558	"gain"	6
1	0.69561	"gain"	2
1	0.77211	"gain"	4
1	1.00478	"gain"	4
1	0.95887	"gain"	6
1	1.10748	"gain"	2
0	1.37584	"gain"	6
1	1.09985	"gain"	2
1	1.23688	"gain"	4
0	1.48598	"gain"	2
1	0.99377	"gain"	6
1	0.72165	"gain"	4
1	1.03236	"gain"	2
1	0.73049	"gain"	4
1	0.79928	"gain"	6
1	0.9379	"gain"	4
1	0.70271	"gain"	6
1	1.18712	"gain"	2
1	0.93297	"gain"	4
0	0.7586	"gain"	2
1	0.78092	"gain"	6
1	0.59192	"gain"	4
1	1.00916	"gain"	6
1	0.99743	"gain"	2
1	0.64072	"gain"	4
1	0.74576	"gain"	6
1	1.26595	"gain"	2
1	1.04206	"gain"	6
1	0.94826	"gain"	2
0	0.88693	"gain"	4
1	0.73164	"gain"	2
1	0.85928	"gain"	6
1	0.83496	"gain"	4
1	0.65396	"gain"	2
1	0.86468	"gain"	6
1	0.81125	"gain"	4
1	1.07212	"gain"	2
1	0.80708	"gain"	6
0	1.01708	"gain"	4
1	0.70073	"gain"	6
1	0.97809	"gain"	2
0	1.02716	"gain"	4
1	1.12593	"mixed"	4
0	1.67646	"mixed"	2
1	1.23663	"mixed"	6
1	0.79919	"mixed"	6
1	1.15563	"mixed"	2
1	1.26131	"mixed"	4
1	0.87061	"mixed"	2
1	1.14967	"mixed"	6
1	0.99528	"mixed"	4
0	1.11344	"mixed"	4
1	0.95461	"mixed"	6
1	0.98797	"mixed"	2
1	0.84303	"mixed"	6
1	0.94718	"mixed"	2
1	0.72633	"mixed"	4
1	0.8396	"mixed"	4
1	1.16373	"mixed"	6
1	0.76129	"mixed"	2
1	0.99874	"mixed"	4
1	0.72666	"mixed"	6
1	1.27877	"mixed"	2
1	1.49656	"mixed"	4
1	0.5662	"mixed"	6
0	1.29058	"mixed"	2
1	1.33679	"mixed"	6
1	0.73245	"mixed"	2
1	0.89868	"mixed"	4
0	1.35068	"mixed"	2
1	1.17702	"mixed"	4
1	0.82692	"mixed"	6
1	1.21713	"mixed"	4
0	1.37821	"mixed"	6
1	1.11614	"mixed"	2
1	0.97572	"mixed"	6
1	1.0384	"mixed"	2
1	0.75372	"mixed"	4
0	0.83106	"mixed"	4
1	0.72374	"mixed"	2
1	0.72995	"mixed"	6
1	0.69717	"mixed"	4
1	1.09086	"mixed"	2
1	1.14694	"mixed"	6
1	0.86134	"mixed"	4
0	1.0522	"mixed"	2
1	1.15635	"mixed"	6
1	1.18893	"mixed"	6
0	1.31127	"mixed"	2
0	1.19439	"mixed"	4
1	0.82852	"mixed"	4
1	1.02989	"mixed"	2
1	1.6116	"mixed"	6
1	1.05589	"mixed"	2
1	0.90134	"mixed"	6
1	0.65262	"mixed"	4
1	0.71191	"mixed"	4
1	0.76392	"mixed"	6
0	0.85786	"mixed"	2
1	0.65496	"mixed"	4
